Date,Open,High,Low,Close,Adj Close,Volume
07/22/2016,130000.0,130500.0,129000.0,129000.0,106136.0546875,364418
07/25/2016,129500.0,136000.0,129500.0,135500.0,111483.984375,1182857
07/26/2016,135000.0,139500.0,134000.0,136000.0,111895.3671875,1125762
07/27/2016,137000.0,137500.0,135000.0,137000.0,112718.140625,450182
07/28/2016,137500.0,138000.0,135000.0,136000.0,111895.3671875,451570
07/29/2016,135000.0,136000.0,132000.0,132000.0,108604.3359375,698032
08/01/2016,132500.0,136000.0,132500.0,135500.0,111483.984375,510753
08/02/2016,135500.0,135500.0,133000.0,134000.0,110249.8671875,383193
08/03/2016,133000.0,134000.0,130500.0,132000.0,108604.3359375,393748
08/04/2016,132500.0,133000.0,129500.0,130500.0,107370.203125,552854
08/05/2016,130500.0,133000.0,130500.0,133000.0,109427.109375,432472
08/08/2016,134000.0,134000.0,132000.0,133000.0,109427.109375,367241
08/09/2016,135000.0,137000.0,134500.0,136500.0,112306.7578125,590729
08/10/2016,135500.0,137000.0,134000.0,134000.0,110249.8671875,495316
08/11/2016,134000.0,135000.0,133500.0,134500.0,110661.234375,340296
08/12/2016,135000.0,136000.0,134500.0,136000.0,111895.3671875,441448
08/16/2016,136000.0,137000.0,133000.0,133000.0,109427.109375,564040
08/17/2016,133500.0,135000.0,133000.0,135000.0,111072.609375,456621
08/18/2016,134500.0,135000.0,132000.0,132500.0,109015.71875,501557
08/19/2016,133000.0,134000.0,132000.0,132500.0,109015.71875,375138
08/22/2016,132500.0,133000.0,131000.0,132000.0,108604.3359375,400250
08/23/2016,133000.0,134500.0,132000.0,132500.0,109015.71875,421660
08/24/2016,132000.0,135500.0,131500.0,135500.0,111483.984375,725511
08/25/2016,136000.0,138000.0,134000.0,136500.0,112306.7578125,880226
08/26/2016,136500.0,137000.0,135000.0,135500.0,111483.984375,426273
08/29/2016,134000.0,134500.0,133000.0,134000.0,110249.8671875,328229
08/30/2016,133500.0,135000.0,132500.0,132500.0,109015.71875,331306
08/31/2016,132000.0,133500.0,131000.0,133000.0,109427.109375,621524
09/01/2016,133000.0,133500.0,131500.0,131500.0,108192.9609375,572941
09/02/2016,132500.0,136500.0,132000.0,135000.0,111072.609375,1129376
09/05/2016,136000.0,139000.0,136000.0,139000.0,114363.6640625,681920
09/06/2016,138500.0,140000.0,138000.0,139500.0,114775.046875,455216
09/07/2016,139500.0,140500.0,138000.0,139000.0,114363.6640625,515978
09/08/2016,139000.0,140000.0,136500.0,139000.0,114363.6640625,604332
09/09/2016,138000.0,140000.0,137500.0,139500.0,114775.046875,430914
09/12/2016,138500.0,139500.0,137500.0,138500.0,113952.2734375,447847
09/13/2016,140000.0,140500.0,138000.0,138500.0,113952.2734375,560421
09/19/2016,137000.0,139500.0,136000.0,137000.0,112718.140625,536712
09/20/2016,137000.0,139500.0,136500.0,138500.0,113952.2734375,517081
09/21/2016,137500.0,138500.0,136500.0,138000.0,113540.8828125,464658
09/22/2016,138000.0,139500.0,137500.0,138000.0,113540.8828125,360424
09/23/2016,139500.0,142000.0,139000.0,142000.0,116831.9375,595938
09/26/2016,140500.0,141500.0,139000.0,140500.0,115597.8125,444564
09/27/2016,140000.0,142000.0,138500.0,141500.0,116420.578125,451975
09/28/2016,141000.0,141500.0,138000.0,138500.0,113952.2734375,513300
09/29/2016,138500.0,139500.0,138000.0,139500.0,114775.046875,473726
09/30/2016,138500.0,139500.0,135000.0,135500.0,111483.984375,617732
10/04/2016,138500.0,141000.0,137500.0,139000.0,114363.6640625,707562
10/05/2016,137500.0,140500.0,136500.0,140000.0,115186.40625,549606
10/06/2016,139000.0,140000.0,138500.0,139000.0,114363.6640625,271808
10/07/2016,138500.0,139000.0,135500.0,136500.0,112306.7578125,449894
10/10/2016,134000.0,135000.0,131000.0,133500.0,109838.484375,687120
10/11/2016,135000.0,135500.0,133500.0,134500.0,110661.234375,355273
10/12/2016,134500.0,137000.0,133500.0,136500.0,112306.7578125,418529
10/13/2016,136500.0,137000.0,133500.0,134000.0,110249.8671875,444173
10/14/2016,133500.0,135000.0,133000.0,133000.0,109427.109375,385561
10/17/2016,134500.0,136500.0,133000.0,133000.0,109427.109375,552827
10/18/2016,133500.0,135500.0,132500.0,134500.0,110661.234375,357363
10/19/2016,134500.0,135500.0,132500.0,133000.0,109427.109375,474445
10/20/2016,133500.0,134000.0,131500.0,132000.0,108604.3359375,411425
10/21/2016,132500.0,135000.0,132000.0,133500.0,109838.484375,375157
10/24/2016,134500.0,134500.0,133500.0,134500.0,110661.234375,256889
10/25/2016,135000.0,139500.0,134500.0,138000.0,113540.8828125,863431
10/26/2016,137500.0,138500.0,135000.0,137500.0,113129.5234375,551856
10/27/2016,139000.0,139500.0,135500.0,138000.0,113540.8828125,503571
10/28/2016,138000.0,141500.0,137500.0,140500.0,115597.8125,708752
10/31/2016,139000.0,141000.0,139000.0,140000.0,115186.40625,394472
11/01/2016,141000.0,141500.0,140000.0,141500.0,116420.578125,436941
11/02/2016,141000.0,141500.0,139500.0,139500.0,114775.046875,655976
11/03/2016,139500.0,140000.0,136000.0,136500.0,112306.7578125,520972
11/04/2016,136500.0,137000.0,135500.0,136000.0,111895.3671875,345493
11/07/2016,137500.0,138000.0,136000.0,137000.0,112718.140625,388228
11/08/2016,137500.0,139500.0,137000.0,138500.0,113952.2734375,341446
11/09/2016,138000.0,140000.0,130500.0,134000.0,110249.8671875,1054746
11/10/2016,135000.0,135000.0,129000.0,129000.0,106136.0546875,1253550
11/11/2016,130000.0,132000.0,130000.0,131500.0,108192.9609375,571291
11/14/2016,132000.0,134000.0,131000.0,132000.0,108604.3359375,369913
11/15/2016,131500.0,132000.0,129500.0,130500.0,107370.203125,416685
11/16/2016,130500.0,133500.0,130000.0,131000.0,107781.578125,379475
11/17/2016,131000.0,133000.0,131000.0,132000.0,108604.3359375,217101
11/18/2016,131500.0,132000.0,129500.0,129500.0,106547.4453125,282286
11/21/2016,130000.0,133500.0,129500.0,133500.0,109838.484375,392922
11/22/2016,133500.0,134500.0,132500.0,133500.0,109838.484375,366844
11/23/2016,134500.0,135000.0,132500.0,134000.0,110249.8671875,292727
11/24/2016,133500.0,136000.0,133000.0,135000.0,111072.609375,340767
11/25/2016,135500.0,136000.0,134500.0,136000.0,111895.3671875,180033
11/28/2016,135000.0,136000.0,133500.0,135000.0,111072.609375,256341
11/29/2016,133000.0,135500.0,133000.0,134500.0,110661.234375,312216
11/30/2016,133500.0,134500.0,132500.0,133000.0,109427.109375,1188767
12/01/2016,133000.0,135500.0,132000.0,132000.0,108604.3359375,478362
12/02/2016,134000.0,136000.0,133000.0,133500.0,109838.484375,403575
12/05/2016,134500.0,135500.0,133000.0,134000.0,110249.8671875,244209
12/06/2016,135500.0,137000.0,135000.0,136500.0,112306.7578125,374760
12/07/2016,138000.0,138000.0,136500.0,136500.0,112306.7578125,279131
12/08/2016,138500.0,142000.0,138000.0,142000.0,116831.9375,889649
12/09/2016,142000.0,145000.0,141000.0,144000.0,118477.453125,647418
12/12/2016,146000.0,148000.0,143500.0,144500.0,118888.84375,378077
12/13/2016,144500.0,145000.0,142500.0,145000.0,119300.21875,283933
12/14/2016,144500.0,145000.0,142000.0,143500.0,118066.09375,261384
12/15/2016,142000.0,143000.0,141000.0,142000.0,116831.9375,285737
12/16/2016,141000.0,142000.0,139000.0,139500.0,114775.046875,523767
12/19/2016,140000.0,142500.0,139500.0,142000.0,116831.9375,293868
12/20/2016,141500.0,144000.0,141500.0,143500.0,118066.09375,399511
12/21/2016,144500.0,144500.0,142500.0,143500.0,118066.09375,310188
12/22/2016,143000.0,143000.0,141000.0,142000.0,116831.9375,334338
12/23/2016,143000.0,144000.0,142000.0,144000.0,118477.453125,357914
12/26/2016,143500.0,145000.0,143500.0,144500.0,118888.84375,206099
12/27/2016,144500.0,145000.0,144000.0,144500.0,118888.84375,337224
12/28/2016,142500.0,144000.0,141500.0,143500.0,120569.2421875,377265
12/29/2016,142500.0,146000.0,142000.0,146000.0,122669.765625,381283
01/02/2017,146000.0,150500.0,145500.0,150000.0,126030.578125,545854
01/03/2017,151000.0,154000.0,150000.0,153000.0,128551.1953125,723246
01/04/2017,152500.0,155000.0,152000.0,154000.0,129391.3828125,601826
01/05/2017,154000.0,154500.0,152000.0,153500.0,128971.296875,391604
01/06/2017,152000.0,153000.0,149500.0,151000.0,126870.7578125,366091
01/09/2017,151000.0,151500.0,149500.0,150500.0,126450.671875,325146
01/10/2017,150500.0,153000.0,150500.0,152000.0,127710.9609375,411333
01/11/2017,150500.0,150500.0,147500.0,148500.0,124770.2734375,675973
01/12/2017,148000.0,151000.0,147500.0,148000.0,124350.1640625,433867
01/13/2017,149000.0,150000.0,148500.0,149000.0,125190.3671875,293211
01/16/2017,148500.0,151000.0,148500.0,150500.0,126450.671875,316413
01/17/2017,150000.0,154000.0,149500.0,153500.0,128971.296875,487662
01/18/2017,153000.0,155500.0,151000.0,154000.0,129391.3828125,395088
01/19/2017,153000.0,153500.0,151000.0,152000.0,127710.9609375,255111
01/20/2017,150500.0,153500.0,150000.0,153000.0,128551.1953125,310228
01/23/2017,151500.0,152000.0,148500.0,149000.0,125190.3671875,424036
01/24/2017,149500.0,149500.0,145500.0,146500.0,123089.875,518186
01/25/2017,146500.0,147500.0,141500.0,142000.0,119308.9375,749465
01/26/2017,143500.0,143500.0,139500.0,142500.0,119729.046875,632413
01/31/2017,141500.0,142500.0,139000.0,139500.0,117208.4375,574213
02/01/2017,140000.0,141000.0,139000.0,139500.0,117208.4375,446549
02/02/2017,140000.0,140000.0,135500.0,136000.0,114267.7109375,610731
02/03/2017,136500.0,139000.0,136000.0,137500.0,115528.0234375,453051
02/06/2017,139000.0,139500.0,136000.0,136500.0,114687.8046875,293891
02/07/2017,138000.0,140000.0,137500.0,139000.0,116788.3359375,395508
02/08/2017,138500.0,139500.0,137000.0,139000.0,116788.3359375,415346
02/09/2017,139500.0,141000.0,137500.0,140000.0,117628.53125,513611
02/10/2017,141000.0,141500.0,139000.0,141000.0,118468.7421875,330000
02/13/2017,141500.0,141500.0,139000.0,139500.0,117208.4375,320997
02/14/2017,140000.0,140500.0,139500.0,140000.0,117628.53125,295126
02/15/2017,141500.0,146500.0,141500.0,145500.0,122249.6875,682399
02/16/2017,146500.0,151500.0,146500.0,150500.0,126450.671875,991329
02/17/2017,149500.0,151000.0,148000.0,150500.0,126450.671875,484244
02/20/2017,149500.0,151000.0,149500.0,150000.0,126030.578125,239916
02/21/2017,150000.0,151500.0,149000.0,151000.0,126870.7578125,324845
02/22/2017,150000.0,151000.0,147000.0,149500.0,125610.46875,423978
02/23/2017,150500.0,150500.0,145000.0,146000.0,122669.765625,790326
02/24/2017,147000.0,148500.0,146500.0,148000.0,124350.1640625,248236
02/27/2017,148500.0,149000.0,146500.0,148500.0,124770.2734375,183801
02/28/2017,148500.0,150000.0,146500.0,149500.0,125610.46875,476960
03/02/2017,149000.0,150500.0,148500.0,148500.0,124770.2734375,660227
03/03/2017,147000.0,148000.0,141000.0,142000.0,119308.9375,774281
03/06/2017,141500.0,145000.0,140000.0,145000.0,121829.5546875,568168
03/07/2017,143000.0,146000.0,143000.0,144000.0,120989.34375,361237
03/08/2017,144000.0,144500.0,141500.0,144500.0,121409.453125,430524
03/09/2017,144500.0,145500.0,143500.0,145000.0,121829.5546875,516356
03/10/2017,145000.0,146500.0,143500.0,146000.0,122669.765625,418788
03/13/2017,145500.0,147000.0,145000.0,146000.0,122669.765625,346033
03/14/2017,147000.0,149500.0,146500.0,149000.0,125190.3671875,402984
03/15/2017,148500.0,149500.0,147500.0,149500.0,125610.46875,415972
03/16/2017,151500.0,152500.0,149000.0,151500.0,127290.859375,511511
03/17/2017,152500.0,152500.0,150000.0,151500.0,127290.859375,384871
03/20/2017,152500.0,157000.0,151500.0,156500.0,131491.921875,753898
03/21/2017,158000.0,171000.0,157500.0,170000.0,142834.65625,2100147
03/22/2017,167500.0,170500.0,165500.0,170000.0,142834.65625,1095061
03/23/2017,168500.0,169000.0,165000.0,165000.0,138633.640625,786599
03/24/2017,164000.0,167000.0,162000.0,164000.0,137793.453125,619369
03/27/2017,162000.0,163000.0,159000.0,162000.0,136113.015625,556569
03/28/2017,162000.0,163000.0,158500.0,160000.0,134432.625,528384
03/29/2017,159500.0,160500.0,155500.0,156000.0,131071.8125,594310
03/30/2017,156500.0,160000.0,156500.0,158500.0,133172.28125,541928
03/31/2017,159500.0,160500.0,156000.0,157500.0,132332.09375,518427
04/03/2017,156500.0,157000.0,153000.0,156500.0,131491.921875,568863
04/04/2017,154000.0,155000.0,150000.0,152000.0,127710.9609375,693275
04/05/2017,152500.0,152500.0,147000.0,150000.0,126030.578125,738030
04/06/2017,149500.0,150000.0,147500.0,148000.0,124350.1640625,543682
04/07/2017,148000.0,149500.0,144000.0,144500.0,121409.453125,814773
04/10/2017,145000.0,147500.0,144500.0,146000.0,122669.765625,372373
04/11/2017,145000.0,145000.0,142500.0,142500.0,119729.046875,460813
04/12/2017,143000.0,144500.0,141500.0,141500.0,118888.84375,467523
04/13/2017,143000.0,144500.0,141000.0,142500.0,119729.046875,537212
04/14/2017,141500.0,143000.0,141000.0,142500.0,119729.046875,235481
04/17/2017,142500.0,144000.0,141000.0,144000.0,120989.34375,354807
04/18/2017,144500.0,144500.0,141000.0,141000.0,118468.7421875,512212
04/19/2017,140000.0,140500.0,136500.0,137000.0,115107.8984375,1028582
04/20/2017,137000.0,142000.0,137000.0,141500.0,118888.84375,837678
04/21/2017,142000.0,143000.0,141000.0,141500.0,118888.84375,520179
04/24/2017,141000.0,141500.0,139500.0,141500.0,118888.84375,474698
04/25/2017,142500.0,146500.0,142000.0,144500.0,121409.453125,670239
04/26/2017,145000.0,152000.0,144500.0,151000.0,126870.7578125,1288277
04/27/2017,150000.0,151000.0,146500.0,147000.0,123509.953125,747891
04/28/2017,144000.0,146000.0,142500.0,144000.0,120989.34375,686242
05/02/2017,143000.0,152000.0,143000.0,151000.0,126870.7578125,883476
05/04/2017,150500.0,153000.0,149500.0,152000.0,127710.9609375,559335
05/08/2017,152000.0,158000.0,150500.0,158000.0,132752.1875,754482
05/10/2017,157000.0,160500.0,155500.0,156500.0,131491.921875,902973
05/11/2017,159000.0,159000.0,156500.0,157500.0,132332.09375,683676
05/12/2017,156000.0,157000.0,153500.0,155000.0,130231.59375,546718
05/15/2017,153000.0,156000.0,152000.0,154000.0,129391.3828125,320821
05/16/2017,155000.0,158000.0,154500.0,157500.0,132332.09375,479777
05/17/2017,156000.0,159000.0,155000.0,158500.0,133172.28125,344159
05/18/2017,158000.0,166500.0,157500.0,165000.0,138633.640625,1274106
05/19/2017,167000.0,171000.0,160000.0,170000.0,142834.65625,1889722
05/22/2017,169000.0,171000.0,167000.0,170000.0,142834.65625,679426
05/23/2017,170000.0,173000.0,169000.0,170000.0,142834.65625,649405
05/24/2017,168500.0,170000.0,163500.0,164000.0,137793.453125,876331
05/25/2017,164500.0,167000.0,163500.0,165000.0,138633.640625,627476
05/26/2017,165500.0,166500.0,163000.0,163500.0,137373.34375,487868
05/29/2017,163000.0,165000.0,161500.0,162000.0,136113.015625,405130
05/30/2017,162500.0,165500.0,161000.0,164000.0,137793.453125,393584
05/31/2017,162500.0,166000.0,162500.0,163000.0,136953.234375,568084
06/01/2017,162500.0,166500.0,162500.0,165500.0,139053.734375,439229
06/02/2017,164500.0,165000.0,160500.0,163000.0,136953.234375,571120
06/05/2017,163500.0,165500.0,161000.0,161500.0,135692.9375,371037
06/07/2017,160000.0,160000.0,157000.0,159000.0,133592.40625,746365
06/08/2017,159000.0,161000.0,158500.0,160000.0,134432.625,548233
06/09/2017,160000.0,161000.0,158500.0,160000.0,134432.625,343795
06/12/2017,158000.0,163500.0,158000.0,162500.0,136533.125,390351
06/13/2017,163000.0,167000.0,162000.0,164500.0,138213.53125,548527
06/14/2017,165000.0,170000.0,164500.0,169000.0,141994.46875,638693
06/15/2017,168000.0,169000.0,162000.0,163000.0,136953.234375,668866
06/16/2017,163500.0,165000.0,162500.0,165000.0,138633.640625,310581
06/19/2017,164500.0,168000.0,163500.0,167000.0,140314.03125,335858
06/20/2017,166000.0,169000.0,165000.0,166500.0,139893.953125,373530
06/21/2017,166000.0,166000.0,160000.0,160500.0,134852.71875,557266
06/22/2017,162000.0,162000.0,160000.0,161500.0,135692.9375,401279
06/23/2017,162000.0,166000.0,162000.0,164000.0,137793.453125,292130
06/26/2017,163000.0,165000.0,162000.0,164000.0,137793.453125,211301
06/27/2017,163000.0,163500.0,160000.0,160500.0,134852.71875,449056
06/28/2017,160000.0,162500.0,159500.0,160000.0,134432.625,347569
06/29/2017,159500.0,162500.0,159000.0,161000.0,136123.59375,400255
06/30/2017,159500.0,162000.0,158000.0,159500.0,134855.375,337644
07/03/2017,158500.0,164000.0,158000.0,163500.0,138237.3125,392228
07/04/2017,162500.0,162500.0,157500.0,158500.0,134009.859375,448579
07/05/2017,158000.0,159000.0,155000.0,156000.0,131896.15625,533353
07/06/2017,156500.0,157000.0,155000.0,155500.0,131473.40625,380091
07/07/2017,153500.0,154500.0,150500.0,151500.0,128091.453125,857341
07/10/2017,151000.0,151500.0,147500.0,148000.0,125132.2265625,805494
07/11/2017,148500.0,150000.0,146500.0,148000.0,125132.2265625,592204
07/12/2017,149000.0,151000.0,148000.0,149000.0,125977.7421875,592811
07/13/2017,150000.0,151500.0,148000.0,149000.0,125977.7421875,609170
07/14/2017,150000.0,154500.0,149500.0,154000.0,130205.1875,776297
07/17/2017,153500.0,154000.0,149500.0,150500.0,127245.9765625,503286
07/18/2017,151000.0,151500.0,147000.0,148000.0,125132.2265625,531137
07/19/2017,148500.0,149500.0,147000.0,148500.0,125554.9921875,480211
07/20/2017,149000.0,149000.0,145000.0,148000.0,125132.2265625,482332
